,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Fitness,Max Evaluations,Elapsed Time (ms)
2878,28,100,100,3000,0.1,0.6,84.0,3000,43.0
2879,29,100,100,3000,0.1,0.6,85.0,3000,43.0
2880,0,100,100,3000,0.1,0.7,82.0,3000,43.0
2881,1,100,100,3000,0.1,0.7,85.0,3000,44.0
2882,2,100,100,3000,0.1,0.7,85.0,3000,43.0
2883,3,100,100,3000,0.1,0.7,83.0,3000,43.0
2884,4,100,100,3000,0.1,0.7,84.0,3000,43.0
2885,5,100,100,3000,0.1,0.7,82.0,3000,43.0
2886,6,100,100,3000,0.1,0.7,83.0,3000,43.0
2887,7,100,100,3000,0.1,0.7,83.0,3000,43.0
2888,8,100,100,3000,0.1,0.7,86.0,3000,42.0
2889,9,100,100,3000,0.1,0.7,82.0,3000,43.0
2890,10,100,100,3000,0.1,0.7,82.0,3000,42.0
2891,11,100,100,3000,0.1,0.7,84.0,3000,42.0
2892,12,100,100,3000,0.1,0.7,85.0,3000,43.0
2893,13,100,100,3000,0.1,0.7,83.0,3000,42.0
2894,14,100,100,3000,0.1,0.7,85.0,3000,44.0
2895,15,100,100,3000,0.1,0.7,84.0,3000,42.0
2896,16,100,100,3000,0.1,0.7,84.0,3000,44.0
2897,17,100,100,3000,0.1,0.7,83.0,3000,43.0
2898,18,100,100,3000,0.1,0.7,84.0,3000,43.0
2899,19,100,100,3000,0.1,0.7,82.0,3000,43.0
2900,20,100,100,3000,0.1,0.7,86.0,3000,44.0
2901,21,100,100,3000,0.1,0.7,82.0,3000,43.0
2902,22,100,100,3000,0.1,0.7,85.0,3000,43.0
2903,23,100,100,3000,0.1,0.7,88.0,3000,43.0
2904,24,100,100,3000,0.1,0.7,82.0,3000,43.0
2905,25,100,100,3000,0.1,0.7,84.0,3000,43.0
2906,26,100,100,3000,0.1,0.7,82.0,3000,43.0
2907,27,100,100,3000,0.1,0.7,87.0,3000,42.0
2908,28,100,100,3000,0.1,0.7,84.0,3000,43.0
2909,29,100,100,3000,0.1,0.7,83.0,3000,43.0
2910,0,100,100,3000,0.1,0.8,85.0,3000,43.0
2911,1,100,100,3000,0.1,0.8,83.0,3000,42.0
2912,2,100,100,3000,0.1,0.8,84.0,3000,43.0
2913,3,100,100,3000,0.1,0.8,83.0,3000,43.0
2914,4,100,100,3000,0.1,0.8,86.0,3000,43.0
2915,5,100,100,3000,0.1,0.8,86.0,3000,43.0
2916,6,100,100,3000,0.1,0.8,85.0,3000,44.0
2917,7,100,100,3000,0.1,0.8,83.0,3000,43.0
2918,8,100,100,3000,0.1,0.8,84.0,3000,44.0
2919,9,100,100,3000,0.1,0.8,83.0,3000,44.0
2920,10,100,100,3000,0.1,0.8,84.0,3000,44.0
2921,11,100,100,3000,0.1,0.8,83.0,3000,44.0
2922,12,100,100,3000,0.1,0.8,83.0,3000,43.0
2923,13,100,100,3000,0.1,0.8,84.0,3000,43.0
2924,14,100,100,3000,0.1,0.8,83.0,3000,44.0
2925,15,100,100,3000,0.1,0.8,86.0,3000,43.0
2926,16,100,100,3000,0.1,0.8,83.0,3000,44.0
2927,17,100,100,3000,0.1,0.8,84.0,3000,42.0
2928,18,100,100,3000,0.1,0.8,82.0,3000,44.0
2929,19,100,100,3000,0.1,0.8,84.0,3000,43.0
2930,20,100,100,3000,0.1,0.8,84.0,3000,44.0
2931,21,100,100,3000,0.1,0.8,82.0,3000,44.0
2932,22,100,100,3000,0.1,0.8,83.0,3000,42.0
2933,23,100,100,3000,0.1,0.8,86.0,3000,44.0
2934,24,100,100,3000,0.1,0.8,84.0,3000,43.0
2935,25,100,100,3000,0.1,0.8,84.0,3000,44.0
2936,26,100,100,3000,0.1,0.8,84.0,3000,43.0
2937,27,100,100,3000,0.1,0.8,88.0,3000,44.0
2938,28,100,100,3000,0.1,0.8,85.0,3000,42.0
2939,29,100,100,3000,0.1,0.8,83.0,3000,43.0
2940,0,100,100,3000,0.1,0.9,84.0,3000,43.0
2941,1,100,100,3000,0.1,0.9,84.0,3000,43.0
2942,2,100,100,3000,0.1,0.9,83.0,3000,43.0
2943,3,100,100,3000,0.1,0.9,84.0,3000,43.0
2944,4,100,100,3000,0.1,0.9,85.0,3000,43.0
2945,5,100,100,3000,0.1,0.9,86.0,3000,43.0
2946,6,100,100,3000,0.1,0.9,84.0,3000,44.0
2947,7,100,100,3000,0.1,0.9,82.0,3000,42.0
2948,8,100,100,3000,0.1,0.9,84.0,3000,44.0
2949,9,100,100,3000,0.1,0.9,84.0,3000,43.0
2950,10,100,100,3000,0.1,0.9,86.0,3000,43.0
2951,11,100,100,3000,0.1,0.9,87.0,3000,43.0
2952,12,100,100,3000,0.1,0.9,83.0,3000,43.0
2953,13,100,100,3000,0.1,0.9,83.0,3000,44.0
2954,14,100,100,3000,0.1,0.9,84.0,3000,48.0
2955,15,100,100,3000,0.1,0.9,84.0,3000,44.0
2956,16,100,100,3000,0.1,0.9,84.0,3000,44.0
2957,17,100,100,3000,0.1,0.9,85.0,3000,43.0
2958,18,100,100,3000,0.1,0.9,83.0,3000,43.0
2959,19,100,100,3000,0.1,0.9,84.0,3000,43.0
2960,20,100,100,3000,0.1,0.9,83.0,3000,43.0
2961,21,100,100,3000,0.1,0.9,86.0,3000,43.0
2962,22,100,100,3000,0.1,0.9,85.0,3000,43.0
2963,23,100,100,3000,0.1,0.9,82.0,3000,43.0
2964,24,100,100,3000,0.1,0.9,86.0,3000,43.0
2965,25,100,100,3000,0.1,0.9,84.0,3000,43.0
2966,26,100,100,3000,0.1,0.9,86.0,3000,43.0
2967,27,100,100,3000,0.1,0.9,85.0,3000,42.0
2968,28,100,100,3000,0.1,0.9,87.0,3000,43.0
2969,29,100,100,3000,0.1,0.9,82.0,3000,43.0
2970,0,100,100,3000,0.1,1.0,85.0,3000,43.0
2971,1,100,100,3000,0.1,1.0,83.0,3000,44.0
2972,2,100,100,3000,0.1,1.0,84.0,3000,43.0
2973,3,100,100,3000,0.1,1.0,84.0,3000,44.0
2974,4,100,100,3000,0.1,1.0,84.0,3000,43.0
2975,5,100,100,3000,0.1,1.0,83.0,3000,44.0
2976,6,100,100,3000,0.1,1.0,82.0,3000,43.0
2977,7,100,100,3000,0.1,1.0,85.0,3000,43.0
2978,8,100,100,3000,0.1,1.0,83.0,3000,43.0
2979,9,100,100,3000,0.1,1.0,85.0,3000,43.0
2980,10,100,100,3000,0.1,1.0,83.0,3000,43.0
2981,11,100,100,3000,0.1,1.0,84.0,3000,43.0
2982,12,100,100,3000,0.1,1.0,81.0,3000,43.0
2983,13,100,100,3000,0.1,1.0,84.0,3000,42.0
2984,14,100,100,3000,0.1,1.0,85.0,3000,44.0
2985,15,100,100,3000,0.1,1.0,84.0,3000,44.0
2986,16,100,100,3000,0.1,1.0,86.0,3000,44.0
2987,17,100,100,3000,0.1,1.0,84.0,3000,42.0
2988,18,100,100,3000,0.1,1.0,84.0,3000,43.0
2989,19,100,100,3000,0.1,1.0,83.0,3000,43.0
2990,20,100,100,3000,0.1,1.0,82.0,3000,44.0
2991,21,100,100,3000,0.1,1.0,83.0,3000,43.0
2992,22,100,100,3000,0.1,1.0,85.0,3000,42.0
2993,23,100,100,3000,0.1,1.0,85.0,3000,43.0
2994,24,100,100,3000,0.1,1.0,84.0,3000,43.0
2995,25,100,100,3000,0.1,1.0,85.0,3000,43.0
2996,26,100,100,3000,0.1,1.0,83.0,3000,43.0
2997,27,100,100,3000,0.1,1.0,84.0,3000,43.0
2998,28,100,100,3000,0.1,1.0,84.0,3000,43.0
2999,29,100,100,3000,0.1,1.0,84.0,3000,43.0
