,Execution,Population Size,Problem Size,Evaluations,Mutation Probability,Crossover Probability,Elapsed Time (ms)
2925,15,100,100,1030830.0,0.1,0.8,3177.0
2926,16,100,100,896938.0,0.1,0.8,2799.0
2927,17,100,100,717472.0,0.1,0.8,2274.0
2928,18,100,100,500321.0,0.1,0.8,1593.0
2929,19,100,100,684079.0,0.1,0.8,2157.0
2930,20,100,100,741566.0,0.1,0.8,2330.0
2931,21,100,100,937933.0,0.1,0.8,2911.0
2932,22,100,100,1294056.0,0.1,0.8,4004.0
2933,23,100,100,569029.0,0.1,0.8,1813.0
2934,24,100,100,434492.0,0.1,0.8,1396.0
2935,25,100,100,302567.0,0.1,0.8,988.0
2936,26,100,100,525916.0,0.1,0.8,1673.0
2937,27,100,100,795967.0,0.1,0.8,2501.0
2938,28,100,100,372751.0,0.1,0.8,1209.0
2939,29,100,100,1411630.0,0.1,0.8,4362.0
2940,0,100,100,731646.0,0.1,0.9,2281.0
2941,1,100,100,611838.0,0.1,0.9,1938.0
2942,2,100,100,540575.0,0.1,0.9,1715.0
2943,3,100,100,1179728.0,0.1,0.9,3676.0
2944,4,100,100,1671107.0,0.1,0.9,5148.0
2945,5,100,100,220591.0,0.1,0.9,739.0
2946,6,100,100,1310276.0,0.1,0.9,4058.0
2947,7,100,100,562649.0,0.1,0.9,1787.0
2948,8,100,100,1096139.0,0.1,0.9,3419.0
2949,9,100,100,606022.0,0.1,0.9,1914.0
2950,10,100,100,1174396.0,0.1,0.9,3631.0
2951,11,100,100,814497.0,0.1,0.9,2563.0
2952,12,100,100,1405929.0,0.1,0.9,4370.0
2953,13,100,100,727090.0,0.1,0.9,2292.0
2954,14,100,100,1009330.0,0.1,0.9,3147.0
2955,15,100,100,429174.0,0.1,0.9,1379.0
2956,16,100,100,925919.0,0.1,0.9,2870.0
2957,17,100,100,1585340.0,0.1,0.9,4929.0
2958,18,100,100,879525.0,0.1,0.9,2733.0
2959,19,100,100,860446.0,0.1,0.9,2697.0
2960,20,100,100,715797.0,0.1,0.9,2261.0
2961,21,100,100,876098.0,0.1,0.9,2723.0
2962,22,100,100,465232.0,0.1,0.9,1483.0
2963,23,100,100,911905.0,0.1,0.9,2840.0
2964,24,100,100,434195.0,0.1,0.9,1392.0
2965,25,100,100,539444.0,0.1,0.9,1703.0
2966,26,100,100,422559.0,0.1,0.9,1357.0
2967,27,100,100,724755.0,0.1,0.9,2258.0
2968,28,100,100,674536.0,0.1,0.9,2128.0
2969,29,100,100,1019171.0,0.1,0.9,3150.0
2970,0,100,100,1049406.0,0.1,1.0,3255.0
2971,1,100,100,978038.0,0.1,1.0,3028.0
2972,2,100,100,814177.0,0.1,1.0,2554.0
2973,3,100,100,250212.0,0.1,1.0,835.0
2974,4,100,100,701857.0,0.1,1.0,2206.0
2975,5,100,100,228866.0,0.1,1.0,766.0
2976,6,100,100,647939.0,0.1,1.0,2051.0
2977,7,100,100,1168635.0,0.1,1.0,3624.0
2978,8,100,100,595729.0,0.1,1.0,1887.0
2979,9,100,100,602954.0,0.1,1.0,1909.0
2980,10,100,100,611771.0,0.1,1.0,1924.0
2981,11,100,100,692223.0,0.1,1.0,2169.0
2982,12,100,100,736295.0,0.1,1.0,2310.0
2983,13,100,100,643192.0,0.1,1.0,2027.0
2984,14,100,100,283862.0,0.1,1.0,933.0
2985,15,100,100,510097.0,0.1,1.0,1627.0
2986,16,100,100,782151.0,0.1,1.0,2433.0
2987,17,100,100,692671.0,0.1,1.0,2176.0
2988,18,100,100,255092.0,0.1,1.0,841.0
2989,19,100,100,466159.0,0.1,1.0,1489.0
2990,20,100,100,532227.0,0.1,1.0,1685.0
2991,21,100,100,861940.0,0.1,1.0,2744.0
2992,22,100,100,618240.0,0.1,1.0,1947.0
2993,23,100,100,422298.0,0.1,1.0,1357.0
2994,24,100,100,801809.0,0.1,1.0,2502.0
2995,25,100,100,687488.0,0.1,1.0,2153.0
2996,26,100,100,764487.0,0.1,1.0,2378.0
2997,27,100,100,1084089.0,0.1,1.0,3365.0
2998,28,100,100,1280146.0,0.1,1.0,3963.0
2999,29,100,100,939810.0,0.1,1.0,2919.0
